year,question_number,subject,question_text,option_a,option_b,option_c,option_d,answer
2021,2,Economy,"With reference to casual workers employed in India, consider the following statements: 1. All casual workers are entitled for Employees Provident Fund coverage. 2. All casual workers are entitled for regular working hours and overtime payment. 3. The government can by a notification specify that an establishment or industry shall pay wages only through its bank account. Which of the above statements are correct? ",1 and 2 only ,2 and 3 only ,1 and 3 only ,"1, 2 and 3 ",B
2021,3,Economy,Which among the following steps is most likely to be taken at the time of an economic recession? ,Cut in tax rates accompanied by increase in interest rate ,Increase in expenditure on public projects ,Increase in tax rates accompanied by reduction of interest rate ,Reduction of expenditure on public projects ,B
2021,4,Economy,"Consider the following statements: Other things remaining unchanged, market demand for a good might increase if: 1. price of its substitute increases 2. price of its complement increases 3. the good is an inferior good and income of the consumers increases 4. its price falls. Which of the above statements are correct? ",1 and 4 only ,"2, 3 and 4 ","1, 3 and 4 ","1, 2 and 3 ",A
2021,5,Economy,"With reference to 'Urban Cooperative Banks' in India, consider the following statements: 1. They are supervised and regulated by local boards set up by the State Governments. 2. They can issue equity shares and preference shares. 3. They were brought under the purview of the Banking Regulation Act, 1949 through an Amendment in 1966. Which of the statements given above is/are correct? ",1 only ,2 and 3 only ,1 and 3 only ,"1, 2 and 3 ",B
2021,6,Economy,Indian Government Bond Yields are influenced by which of the following? 1. Actions of the United States Federal Reserve 2. Actions of the Reserve Bank of India 3. Inflation and short-term interest rates. Select the correct answer using the code given below. ,1 and 2 only ,2 only ,3 only ,"1, 2 and 3 ",D
2021,7,Economy,Consider the following: 1. Foreign currency convertible bonds 2. Foreign institutional investment with certain conditions 3. Global depository receipts 4. Non-resident external deposits. Which of the above can be included in Foreign Direct Investments? ,"1, 2 and 3 ",3 only ,2 and 4 ,1 and 4 ,A
2021,8,Economy,Consider the following statements: The effect of devaluation of a currency is that it necessarily: 1. improves the competitiveness of the domestic exports in the foreign markets 2. increases the foreign value of domestic currency 3. improves the trade balance. Which of the above statements is/are correct? ,1 only ,1 and 2 ,3 only ,2 and 3 ,A
2021,9,Economy,Which one of the following effects of creation of black money in India has been the main cause of worry to the Government of India? ,Diversion of resources to the purchase of real estate and investment in luxury housing ,"Investment in unproductive activities and purchase of precious stones, jewellery, gold, etc. ",Large donations to political parties and growth of regionalism ,Loss of revenue to the State Exchequer due to tax evasion ,D
2021,10,Economy,Which one of the following is likely to be the most inflationary in its effects? ,Repayment of public debt ,Borrowing from the public to finance a budget deficit ,Borrowing from the banks to finance a budget deficit ,Creation of new money to finance a budget deficit ,D
2021,11,Economy,The money multiplier in an economy increases with which one of the following? ,Increase in the Cash Reserve Ratio in the banks ,Increase in the Statutory Liquidity Ratio in the banks ,Increase in the banking habit of the people ,Increase in the population of the country ,C
2021,12,Economy,"With reference to Indian economy, demand-pull inflation can be caused/ increased by which of the following? 1. Expansionary policies 2. Fiscal stimulus 3. Inflation-indexing wages 4. Higher purchasing power 5. Rising interest rates. Select the correct answer using the code given below. ","1, 2 and 4 only ","3, 4 and 5 only ","1, 2, 3 and 5 only ","1, 2, 3, 4 and 5 ",A
2021,13,Economy,"With reference to India, consider the following statements: 1. Retail investors through demat account can invest in 'Treasury Bills' and 'Government of India Debt Bonds' in primary market. 2. The 'Negotiated Dealing System- Order Matching' is a government securities trading platform of the Reserve Bank of India. 3. The 'Central Depository Services Ltd.' is jointly promoted by the Reserve Bank of India and the Bombay Stock Exchange. Which of the statements given above is/are correct? ",1 only ,1 and 2 ,3 only ,2 and 3 ,B
2021,14,Current Affairs,"With reference to WaterCredit', consider the following statements: 1. It puts microfinance tools to work in the water and sanitation sector. 2. It is a global initiative launched under the aegis of the World Health Organization and the World Bank. 3. It aims to enable the poor people to meet their water needs without depending on subsidies. Which of the statements given above are correct? ",1 and 2 only ,2 and 3 only ,1 and 3 only ,"1, 2 and 3 ",C
2021,15,Economy,"In India, the central bank's function as the lender of last resort' usually refers to which of the following? 1. Lending to trade and industry bodies when they fail to borrow from other sources 2. Providing liquidity to the banks having a temporary crisis 3. Lending to governments to finance budgetary deficits. Select the correct answer using the code given below. ",1 and 2 ,2 only ,2 and 3 ,3 only ,B
2021,16,Environment & Ecology,R2 Code of Practices' constitutes a tool available for promoting the adoption of ,environmentally responsible practices in electronics recycling industry  ," ""ecological management of 'Wetlands of International Importance' under the Ramsar Convention """,sustainable practices in the cultivation of agricultural crops in degraded lands ,Environmental Impact Assessment' in the exploitation of natural resources ,A
2021,17,Environment & Ecology,Why is there a concern about copper smelting plants? 1. They may release lethal quantities of carbon monoxide into environment. 2. The copper slag can cause the leaching of some heavy metals into environment. 3. They may release sulphur dioxide as a pollutant. Select the correct answer using the code given below. ,1 and 2 only ,2 and 3 only ,1 and 3 only ,"1, 2 and 3 ",B
2021,18,Environment & Ecology,"With reference to furnace oil, consider the following statements: 1. It is a product of oil refineries. 2. Some industries use it to generate power. 3. Its use causes sulphur emissions into environment. Which of the statements given above are correct? ",1 and 2 only ,2 and 3 only ,1 and 3 only ,"1, 2 and 3 ",D
2021,19,Environment & Ecology,What is blue carbon? ,Carbon captured by oceans and coastal ecosystems ,Carbon sequestered in forest biomass and agricultural soils ,Carbon contained in petroleum and natural gas ,Carbon present in atmosphere ,A
2021,20,Environment & Ecology,"In the nature, which of the following is/are most likely to be found surviving on a surface without soil? 1. Fern 2. Lichen 3. Moss 4. Mushroom. Select the correct answer using the code given below. ",1 and 4 only ,2 only ,2 and 3 ,"1, 3 and 4 ",C
2021,21,Environment & Ecology,Which one of the following is used in preparing a natural mosquito repellent? ,Congress grass ,Elephant grass ,Lemongrass ,Nut grass ,C
2021,22,Environment & Ecology,Consider the following kinds of organisms: 1. Copepods 2. Cyanobacteria 3. Diatoms 4. Foraminifera. Which of the above are primary producers in the food chains of oceans? ,1 and 2 ,2 and 3 ,3 and 4 ,1 and 4 ,B
2021,23,Environment & Ecology,"Consider the following animals: 1. Hedgehog 2. Marmot 3. Pangolin. To reduce the chance of being captured by predators, which of the above organisms rolls up/roll up and protects/ protect its/their vulnerable parts? ",1 and 2 ,2 only ,3 only ,1 and 3 ,D
2021,24,Environment & Ecology,"With reference to the New York Declaration on Forests', which of the following statements are correct? 1. It was first endorsed at the United Nations Climate Summit in 2014. 2. It endorses a global timeline to end the loss of forests. 3. It is a legally binding international declaration. 4. It is endorsed by governments, big companies and indigenous communities. 5. India was one of the signatories at its inception. Select the correct answer using the code given below. ","1, 2 and 4 ","1, 3 and 5 ",3 and 4 ,2 and 5 ,A
2021,25,Environment & Ecology,"Magnetite particles, suspected to cause neurodegenerative problems, are generated as environmental pollutants from which of the following? 1. Brakes of motor vehicles 2. Engines of motor vehicles 3. Microwave stoves within homes 4. Power plants 5. Telephone lines. Select the correct answer using the code given below. ","1, 2, 3 and 5 only ","1, 2 and 4 only ","3, 4 and 5 only ","1, 2, 3, 4 and 5 ",B
2021,26,Environment & Ecology,Which one of the following is a filter feeder? ,Catfish ,Octopus ,Oyster ,Pelican ,C
2021,27,Environment & Ecology,"In case of which one of the following biogeochemical cycles, the weathering of rocks is the main source of release of nutrient to enter the cycle? ",Carbon cycle ,Nitrogen cycle ,Phosphorus cycle ,Sulphur cycle ,C
2021,28,Environment & Ecology,Which of the following are detritivores? 1. Earthworms 2. Jellyfish 3. Millipedes 4. Seahorses 5. Woodlice. Select the correct answer using the code given below. ,"1, 2 and 4 only ","2, 3, 4 and 5 only ","1, 3 and 5 only ","1, 2, 3, 4 and 5 ",C
2021,29,Environment & Ecology,"The 'Common Carbon Metric', supported by UNEP, has been developed for ",assessing the carbon footprint of building operations around the world ,enabling commercial farming entities around the world to enter carbon emission trading ,enabling governments to assess the overall carbon footprint caused by their countries ,assessing the overall carbon foot-print caused by the use of fossil fuels by the world in a unit time ,A
2021,30,Environment & Ecology,Which of the following have species that can establish symbiotic relationship with other organisms? 1. Cnidarians 2. Fungi 3. Protozoa. Select the correct answer using the code given below. ,1 and 2 only ,2 and 3 only ,1 and 3 only ,"1, 2 and 3 ",D
